City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
346,Yerbogachen,RU,61.2767,108.0108,30.43,77,100,9.19,overcast clouds
347,Clinton,US,42.587,-82.9199,41.32,78,20,6.91,few clouds
348,Dwarka,IN,22.2394,68.9678,87.26,52,20,12.73,few clouds
349,Lublin,PL,51.0,23.0,45.99,78,99,13.4,moderate rain
350,Sabang,ID,5.8933,95.3214,82.83,68,89,4.65,overcast clouds
351,Mirnyy,RU,62.5353,113.9611,28.24,39,100,7.0,overcast clouds
352,Asyut,EG,27.181,31.1837,91.06,8,3,3.87,clear sky
353,Somerset West,ZA,-34.084,18.8211,59.88,79,0,12.28,clear sky
354,Rudsar,IR,37.1376,50.288,55.38,65,17,6.42,few clouds
355,Ndele,CF,8.4109,20.6473,78.89,58,92,7.72,overcast clouds
356,Peski,RU,55.2163,38.7626,43.18,83,100,11.9,overcast clouds
357,Camabatela,AO,-8.1881,15.375,63.43,92,100,2.89,overcast clouds
358,Brigantine,US,39.4101,-74.3646,52.0,100,100,10.36,overcast clouds
359,Yicheng,CN,31.3705,119.8703,75.27,47,0,8.1,clear sky
360,Baghdad,IQ,33.3406,44.4009,73.31,31,81,5.75,broken clouds
361,Macusani,PE,-14.0833,-70.4333,35.17,93,97,1.01,overcast clouds
362,Hamilton,US,39.1834,-84.5333,40.98,86,75,9.22,mist
363,Aripuana,BR,-9.1667,-60.6333,72.19,99,100,0.07,overcast clouds
364,Egvekinot,RU,66.3167,-179.1667,-9.27,92,100,0.54,overcast clouds
365,Mbeya,TZ,-8.9,33.45,65.48,84,91,2.86,overcast clouds
366,Mezen,RU,65.8522,44.24,30.88,88,100,8.88,overcast clouds
367,Rantepao,ID,-2.9701,119.8978,80.01,69,100,3.33,overcast clouds
368,Conceicao Do Araguaia,BR,-8.2578,-49.2647,71.8,94,66,2.84,broken clouds
369,Padang,ID,-0.9492,100.3543,80.65,67,86,4.97,overcast clouds
370,Khabarovsk,RU,48.4808,135.0928,42.6,26,0,13.42,clear sky
371,Luancheng,CN,37.8792,114.6517,75.36,20,0,10.96,clear sky
372,Bogo,PH,11.0517,124.0055,76.44,90,100,13.31,overcast clouds
373,Provideniya,RU,64.3833,-173.3,-2.09,84,40,11.18,scattered clouds
374,Muhos,FI,64.808,25.9931,29.89,92,100,14.65,light snow
375,Deputatskiy,RU,69.3,139.9,1.02,92,98,4.09,overcast clouds
376,Hit,IQ,33.6416,42.8251,80.58,19,100,13.96,overcast clouds
377,Beira,MZ,-19.8436,34.8389,82.49,74,20,11.5,few clouds
378,Young,UY,-32.6833,-57.6333,59.88,69,15,5.91,few clouds
379,Xiaoweizhai,CN,26.1903,107.5125,77.2,34,1,6.13,clear sky
380,Sorrento,IT,40.626,14.3744,57.25,92,0,4.61,clear sky
381,Oyama,JP,36.3,139.8,66.02,19,0,5.93,clear sky
382,Asau,RO,46.4333,26.4,40.28,70,69,6.53,broken clouds
383,Abyek,IR,36.0667,50.55,58.66,35,16,9.01,few clouds
384,Aklavik,CA,68.2191,-135.0107,14.41,95,100,5.14,overcast clouds
385,Yar-Sale,RU,66.8333,70.8333,2.55,92,78,10.11,broken clouds
386,Vestmannaeyjar,IS,63.4427,-20.2734,31.98,83,100,9.98,light snow
387,Katobu,ID,-4.9408,122.5276,86.45,61,83,6.53,broken clouds
388,Lorengau,PG,-2.0226,147.2712,81.86,81,100,14.2,heavy intensity rain
389,Bafq,IR,31.6128,55.4107,84.42,8,43,16.42,scattered clouds
390,Nishihara,JP,26.1842,127.7558,74.86,59,20,18.41,few clouds
391,Jonesboro,US,35.8423,-90.7043,46.17,70,0,9.22,clear sky
392,Erdenet,MN,49.0333,104.0833,51.33,31,7,6.13,clear sky
393,Prykolotne,UA,50.1604,37.3474,49.39,66,87,16.26,overcast clouds
394,Khilok,RU,51.3674,110.4676,44.98,41,25,14.54,scattered clouds
395,Bertoua,CM,4.5833,13.6833,70.16,90,59,1.21,light rain
396,Harrismith,ZA,-28.2728,29.1295,49.12,91,100,7.74,overcast clouds
397,Coos Bay,US,43.3665,-124.2179,52.93,93,0,5.75,clear sky
398,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,100,100,2.3,overcast clouds
399,Lima,PE,-12.0432,-77.0282,64.65,82,0,11.5,clear sky
400,Biltine,TD,14.5333,20.9167,86.76,9,2,11.43,clear sky
401,Jasper,US,37.2001,-94.3502,42.24,65,75,18.41,broken clouds
402,Charyshskoye,RU,51.3978,83.5598,35.69,100,100,3.65,moderate rain
403,Urumqi,CN,43.801,87.6005,70.75,25,0,11.18,clear sky
404,Dudinka,RU,69.4058,86.1778,1.62,92,88,4.14,overcast clouds
405,Annau,TM,37.8876,58.516,60.3,55,100,11.5,overcast clouds
406,Tabuk,PH,17.4189,121.4443,77.25,87,100,8.59,overcast clouds
407,Alofi,NU,-19.0595,-169.9187,80.49,83,91,10.36,overcast clouds
408,Skvyra,UA,49.7318,29.6657,48.07,77,100,11.54,overcast clouds
409,Haines Junction,CA,60.7522,-137.5108,33.75,75,100,5.75,overcast clouds
410,Mantua,IT,45.1667,10.7833,49.24,87,70,1.01,broken clouds
411,Meulaboh,ID,4.1363,96.1285,85.77,62,52,5.86,broken clouds
412,Ulladulla,AU,-35.35,150.4667,66.78,86,100,13.38,light rain
413,Kushalgarh,IN,23.199,74.4507,102.74,8,15,9.93,few clouds
414,Roald,NO,62.5833,6.1333,37.76,75,75,13.8,broken clouds
415,Linxia,CN,35.6003,103.2064,68.2,12,61,6.71,broken clouds
416,Iracoubo,GF,5.4802,-53.2011,76.57,89,100,10.89,overcast clouds
417,Danielskuil,ZA,-28.1887,23.5395,53.04,42,96,9.13,overcast clouds
418,Markha,RU,62.1053,129.7269,31.96,51,40,4.47,scattered clouds
419,Caravelas,BR,-17.7125,-39.2481,73.62,94,37,2.06,scattered clouds
420,Hoquiam,US,46.9809,-123.8893,53.58,70,0,9.22,clear sky
421,Lasa,IT,46.6166,10.7002,45.48,88,76,3.76,broken clouds
422,Nantucket,US,41.2835,-70.0995,48.34,88,100,29.93,overcast clouds
423,Inhambane,MZ,-23.865,35.3833,76.98,94,75,0.0,broken clouds
424,Fjerritslev,DK,57.0813,9.2664,32.9,73,53,18.43,light snow
425,Plettenberg Bay,ZA,-34.0527,23.3716,57.25,75,68,1.32,light rain
426,Lodja,CD,-3.4833,23.4333,71.49,95,100,3.65,overcast clouds
427,Blagoyevo,RU,63.3667,47.9167,31.75,83,99,7.54,overcast clouds
428,Svetlogorsk,BY,52.6333,29.7333,48.61,78,100,17.52,overcast clouds
429,Muros,ES,42.7762,-9.0603,58.08,88,100,24.34,light rain
430,Nushki,PK,29.5542,66.0215,88.92,9,0,6.44,clear sky
431,Piacabucu,BR,-10.4056,-36.4344,77.72,83,8,7.38,clear sky
432,High Level,CA,58.5169,-117.136,41.11,65,100,5.75,light rain
433,Raga,SS,8.4596,25.678,80.73,54,42,6.29,scattered clouds
434,Awbari,LY,26.5921,12.7805,62.49,51,19,17.6,few clouds
435,Novoagansk,RU,61.9449,76.6625,23.04,90,99,11.07,light snow
436,Gogrial,SS,8.5332,28.1004,84.18,46,39,4.94,scattered clouds
437,Koratagere,IN,13.5228,77.2331,94.28,14,40,13.27,scattered clouds
438,Rio Branco,BR,-9.9747,-67.81,75.81,100,40,2.3,scattered clouds
439,Balikpapan,ID,-1.2675,116.8289,88.79,70,20,10.36,few clouds
440,Adrar,MR,20.5022,-10.0711,66.11,16,2,11.65,clear sky
441,Eftimie Murgu,RO,44.9003,22.0928,42.53,82,50,4.79,scattered clouds
442,Imeni Poliny Osipenko,RU,52.4201,136.4853,28.58,69,67,3.4,broken clouds
443,Ordu,TR,40.9086,37.6845,45.1,71,47,3.44,scattered clouds
444,Kazanka,UA,47.8462,32.8218,49.77,63,100,4.63,overcast clouds
445,Bandarbeyla,SO,9.4942,50.8122,83.08,67,30,7.02,scattered clouds
446,Sibu,MY,2.3,111.8167,86.31,70,40,7.0,scattered clouds
447,Yei,SS,4.095,30.6779,78.64,54,77,1.92,broken clouds
448,Falmouth,GB,50.1544,-5.0711,41.9,87,75,5.75,moderate rain
449,Tamandare,BR,-8.7597,-35.1047,77.02,86,21,3.04,few clouds
450,Namibe,AO,-15.1961,12.1522,70.57,79,8,3.89,clear sky
451,Akhisar,TR,38.9185,27.8401,51.51,100,20,3.44,few clouds
452,Wanning,CN,18.8003,110.3967,78.17,60,39,14.07,scattered clouds
453,Aksarka,RU,66.5606,67.7975,4.78,90,98,9.19,overcast clouds
454,Kilembe,UG,0.2,30.0,68.81,62,98,3.8,overcast clouds
455,Kosovska Mitrovica,XK,42.8833,20.8667,52.14,85,42,6.58,scattered clouds
456,Bairiki,KI,1.3292,172.9752,82.4,78,75,8.05,broken clouds
457,Nueve De Julio,AR,-35.4444,-60.8831,59.04,86,27,7.81,scattered clouds
458,Port Huron,US,42.9709,-82.4249,40.98,81,75,5.75,broken clouds
459,Te Anau,NZ,-45.4167,167.7167,53.65,59,22,3.29,few clouds
460,Ayan,RU,56.45,138.1667,25.88,71,55,3.33,broken clouds
461,Ketchikan,US,55.3422,-131.6461,39.67,93,75,3.44,broken clouds
462,Fairbanks,US,64.8378,-147.7164,34.14,58,0,3.44,haze
463,Clonakilty,IE,51.6231,-8.8706,36.61,86,99,10.76,overcast clouds
464,Buchanan,LR,5.8808,-10.0467,75.99,92,79,4.94,broken clouds
465,Nova Vicosa,BR,-17.8919,-39.3719,75.72,88,50,1.54,scattered clouds
466,Sumy,UA,50.9216,34.8003,48.99,71,73,11.12,broken clouds
467,Kijang,KR,35.2442,129.2139,65.93,49,0,11.97,clear sky
468,Batemans Bay,AU,-35.7167,150.1833,67.91,90,100,10.0,overcast clouds
469,Pangkalanbuun,ID,-2.6833,111.6167,87.66,61,94,5.19,light rain
470,Micheweni,TZ,-4.9667,39.8333,85.98,63,3,4.34,clear sky
471,Neiafu,TO,-18.65,-173.9833,83.08,78,40,8.05,scattered clouds
472,Hiriyur,IN,13.9456,76.6192,92.75,23,27,6.22,scattered clouds
473,Kachug,RU,53.9606,105.8817,43.39,44,71,9.8,broken clouds
474,Diffa,NE,13.3154,12.6113,82.83,18,46,7.36,scattered clouds
475,Terra Rica,BR,-22.7094,-52.6169,69.71,93,87,5.17,overcast clouds
476,Prince Rupert,CA,54.3161,-130.3201,40.69,100,100,8.05,light rain
477,Sobolevo,RU,54.4299,31.8996,45.86,79,100,20.04,overcast clouds
478,Pong,TH,19.1493,100.2752,94.19,37,54,4.07,broken clouds
479,Treinta Y Tres,UY,-33.2333,-54.3833,57.7,97,37,3.47,scattered clouds
480,Sarlat-La-Caneda,FR,44.889,1.2166,51.44,94,100,8.28,overcast clouds
481,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,80,100,4.61,overcast clouds
482,Bilibino,RU,68.0546,166.4372,-0.18,87,33,4.81,scattered clouds
483,Baiyin,CN,36.5583,104.2081,70.29,7,86,11.25,overcast clouds
484,Ngawi,ID,-7.4038,111.4461,88.29,61,61,5.48,broken clouds
485,Constitucion,CL,-35.3333,-72.4167,54.73,93,40,8.7,scattered clouds
486,Bambari,CF,5.768,20.6757,76.01,76,100,6.35,overcast clouds
487,Torres,BR,-29.3353,-49.7269,71.83,84,100,1.77,light rain
488,Keetmanshoop,NA,-26.5833,18.1333,62.87,23,2,12.24,clear sky
489,Sawtell,AU,-30.3833,153.1,71.19,88,100,10.36,overcast clouds
490,Clyde River,CA,70.4692,-68.5914,5.23,85,100,5.75,light snow
491,Plouzane,FR,48.3833,-4.6167,53.92,97,100,25.32,overcast clouds
492,Searcy,US,35.2506,-91.7363,50.0,66,40,10.36,scattered clouds
493,Kailua,US,21.4022,-157.7394,75.18,70,0,13.8,clear sky
494,Manakara,MG,-22.1333,48.0167,78.48,83,97,3.69,light rain
495,Sinnamary,GF,5.3833,-52.95,76.77,88,100,10.85,overcast clouds
496,Elko,US,41.0002,-115.5012,52.65,25,5,3.0,clear sky
497,Tongzi,CN,28.7829,105.0877,79.61,37,100,1.45,overcast clouds
498,Sistranda,NO,63.7256,8.834,26.56,52,21,16.58,few clouds
499,Havre,FR,49.5833,0.3333,43.2,87,100,1.14,light rain
500,Requena,ES,39.4883,-1.1004,44.47,79,3,10.54,clear sky
501,Borba,BR,-4.3878,-59.5939,73.02,98,100,2.66,overcast clouds
502,Beeskow,DE,52.1667,14.25,43.21,78,99,14.0,overcast clouds
503,Goundam,ML,16.4145,-3.6708,81.75,18,43,16.58,scattered clouds
504,Merke,KZ,42.8728,73.1786,68.43,47,98,6.76,overcast clouds
505,Baturaja,ID,-4.1333,104.1667,90.75,52,76,3.69,broken clouds
506,Tessalit,ML,20.1986,1.0114,78.13,18,11,10.45,few clouds
507,Sungaipenuh,ID,-2.0833,101.3833,74.21,74,70,4.43,broken clouds
508,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,8.05,scattered clouds
509,Cap-Aux-Meules,CA,47.3821,-61.8597,28.42,93,36,4.61,scattered clouds
510,Kaseda,JP,31.4167,130.3167,65.84,51,0,3.36,clear sky
511,Saint-Francois,FR,46.4154,3.9054,54.41,100,100,8.05,overcast clouds
512,Acapulco,MX,16.8634,-99.8901,71.42,83,0,2.3,clear sky
513,Nouakchott,MR,18.0858,-15.9785,71.53,32,0,12.57,clear sky
514,Batagay,RU,67.6333,134.6333,19.8,79,98,3.04,overcast clouds
515,Vostok,RU,46.4856,135.8833,30.0,83,88,7.02,snow
516,Kota Bahru,MY,6.1333,102.2386,85.98,70,20,5.01,few clouds
517,Weligama,LK,5.9667,80.4167,79.38,85,100,4.88,overcast clouds
518,Husavik,IS,66.0449,-17.3389,23.18,83,100,5.44,overcast clouds
519,Wamba,NG,8.9333,8.6,77.94,75,66,2.48,broken clouds
520,Katherine,AU,-14.4667,132.2667,98.92,16,82,10.36,broken clouds
521,Njeru,UG,0.4186,33.1731,71.31,77,98,1.77,overcast clouds
522,Mirabad,AF,30.4362,61.8383,94.69,7,1,2.84,clear sky
523,Camacha,PT,33.0833,-16.3333,53.02,82,20,4.61,few clouds
524,Harbour Breton,CA,47.4833,-55.7983,34.99,79,81,11.56,broken clouds
525,Gannavaram,IN,16.5333,80.8,93.18,52,40,8.05,scattered clouds
526,San Pedro De Macoris,DO,18.4616,-69.2972,72.59,89,0,7.56,clear sky
527,Westport,US,41.1415,-73.3579,55.74,96,100,4.0,overcast clouds
528,Saint-Augustin,CA,51.226,-58.6502,28.96,90,76,4.94,broken clouds
529,Raymond,US,43.9015,-70.4703,43.02,67,99,12.26,overcast clouds
530,Opuwo,NA,-18.0607,13.84,69.75,44,0,3.51,clear sky
531,Sibiti,CG,-3.6819,13.3499,71.35,97,100,0.49,overcast clouds
532,Neosho,US,36.869,-94.368,42.31,65,68,11.01,broken clouds
533,Bonavista,CA,48.6499,-53.1147,31.77,94,98,18.81,overcast clouds
534,Lanxi,CN,29.2195,119.477,80.04,32,0,3.6,clear sky
535,Kirakira,SB,-10.4544,161.9205,82.15,82,95,9.55,overcast clouds
536,Jibuti,DJ,11.5,42.5,79.36,51,95,15.61,overcast clouds
537,Tual,ID,-5.6667,132.75,83.73,70,74,4.5,broken clouds
538,Okhotsk,RU,59.3833,143.3,27.18,80,99,10.11,overcast clouds
539,Opotiki,NZ,-38.0833,177.2833,55.54,80,3,5.39,clear sky
540,Panchagarh,BD,26.3313,88.562,90.79,41,1,10.02,clear sky
541,Raudeberg,NO,61.9875,5.1352,34.86,68,16,24.0,few clouds
542,Mahanoro,MG,-19.9,48.8,77.92,86,60,4.56,moderate rain
543,Mahina,PF,-17.5065,-149.489,82.17,74,20,2.3,light rain
544,Izhma,RU,65.0083,53.9113,17.58,83,29,2.73,scattered clouds
545,Batticaloa,LK,7.7102,81.6924,84.83,65,97,3.56,overcast clouds
546,Axim,GH,4.8699,-2.2405,79.83,84,87,5.95,overcast clouds
547,Dukat,RU,62.55,155.55,21.76,94,100,3.0,light snow
548,Neapolis,IT,40.8333,14.25,58.75,90,75,5.75,broken clouds
549,Kholodnyy,RU,62.7167,147.95,22.42,73,100,2.42,overcast clouds
550,Nhulunbuy,AU,-12.2333,136.7667,90.21,58,40,13.8,scattered clouds
551,Taseyevo,RU,57.2169,94.8978,40.84,63,74,6.73,broken clouds
552,Bay City,US,43.5945,-83.8889,39.42,86,100,5.75,overcast clouds
553,Sorland,NO,67.667,12.6934,35.46,59,4,22.44,clear sky
554,Khovu-Aksy,RU,51.1333,93.6,43.39,77,100,4.76,light rain
555,Winnemucca,US,40.973,-117.7357,55.45,28,0,4.61,clear sky
556,Quatre Cocos,MU,-20.2078,57.7625,82.09,77,68,15.97,light rain
557,Payson,US,40.0444,-111.7321,49.46,38,0,4.0,clear sky
558,Brae,GB,60.3964,-1.353,40.95,66,100,24.67,overcast clouds
559,Buala,SB,-8.145,159.5921,83.55,76,95,9.69,light rain
560,Suhbaatar,MN,50.2314,106.2078,49.86,45,100,1.95,overcast clouds
561,Vao,NC,-22.6667,167.4833,79.74,82,100,20.31,light rain
562,Yako,BF,12.9667,-2.2667,83.26,48,53,6.85,broken clouds
563,Blackwater,AU,-23.5833,148.8833,89.65,33,1,15.05,clear sky
564,Ixtapa,MX,20.7,-105.2,71.22,88,54,2.19,broken clouds
565,Okha,RU,53.5739,142.9478,29.79,70,99,4.88,overcast clouds
566,Koundara,GN,12.4833,-13.3,75.11,69,6,3.18,clear sky
567,Vaitape,PF,-16.5167,-151.75,82.38,74,19,18.1,few clouds
568,Palizada,MX,18.25,-92.0833,74.57,91,100,8.66,overcast clouds
569,Monroe,US,43.1501,-77.6831,45.32,93,100,4.61,overcast clouds
570,Valkla,EE,59.4744,25.3186,39.25,90,100,11.3,overcast clouds
571,Lander,US,42.833,-108.7307,43.2,35,0,4.61,clear sky
572,Sovetskiy,RU,61.3614,63.5842,32.9,92,99,8.32,overcast clouds
573,Caluquembe,AO,-13.7833,14.6833,60.64,91,62,3.02,broken clouds
574,Pangnirtung,CA,66.1451,-65.7125,7.41,92,95,5.5,overcast clouds
575,Hokitika,NZ,-42.7167,170.9667,59.07,73,98,9.55,overcast clouds
576,Chimoio,MZ,-19.1164,33.4833,69.66,100,75,7.76,broken clouds
577,Narsaq,GL,60.9167,-46.05,32.22,82,36,2.89,scattered clouds
578,Kapuskasing,CA,49.4169,-82.4331,32.09,100,100,10.36,snow
579,Mandalgovi,MN,45.7625,106.2708,59.49,24,48,14.54,scattered clouds
580,Chama,CH,47.1821,8.4636,48.78,87,100,6.91,light intensity drizzle
581,San Luis,AR,-33.295,-66.3356,65.82,51,4,9.71,clear sky
582,Cerrito,CO,6.8432,-72.694,52.84,89,100,1.72,overcast clouds
583,Port Hawkesbury,CA,45.6169,-61.3485,32.18,95,0,6.91,clear sky
584,Ninghai,CN,29.2892,121.4247,67.57,53,0,7.16,clear sky
585,Naze,JP,28.3667,129.4833,72.52,56,24,9.95,few clouds
586,Stranraer,GB,54.9023,-5.0273,38.8,75,62,10.92,broken clouds
587,Calarasi,MD,47.2544,28.3081,46.33,75,89,2.89,overcast clouds
588,Ustrzyki Dolne,PL,49.4304,22.5938,49.98,100,94,14.67,light rain
589,Oksfjord,NO,70.2396,22.3479,32.18,91,100,7.99,light snow
590,Ubauro,PK,28.1652,69.7289,108.21,6,0,6.73,clear sky
591,Tinskoy,RU,56.1525,96.9161,41.86,54,72,6.69,broken clouds
592,Olot,ES,42.181,2.4901,48.2,42,28,4.43,scattered clouds
593,Saravan,AM,39.7196,45.6483,42.13,89,98,2.53,overcast clouds
594,Morondava,MG,-20.2833,44.2833,81.28,62,0,5.17,clear sky
595,Florianopolis,BR,-27.6146,-48.5012,71.69,84,75,6.91,broken clouds
596,Oktyabrskiy,RU,54.4815,53.471,38.41,99,100,9.13,overcast clouds
597,Port Antonio,JM,18.18,-76.4612,80.51,83,13,5.82,few clouds
598,Kalianget,ID,-7.05,113.9333,85.5,65,55,5.19,broken clouds
599,Esmeraldas,BR,-19.7625,-44.3139,72.46,94,29,4.54,scattered clouds
600,Flinders,AU,-34.5833,150.8552,71.19,84,97,4.0,light rain
601,Berlevag,NO,70.8578,29.0864,28.35,74,20,13.8,few clouds
602,Tahoua,NE,14.8888,5.2692,84.18,10,99,6.91,overcast clouds
603,Shingu,JP,33.7333,135.9833,65.64,51,0,6.38,clear sky
604,Bathsheba,BB,13.2167,-59.5167,79.41,73,40,17.27,scattered clouds
605,Kidal,ML,18.4411,1.4078,81.82,9,3,10.69,clear sky
606,Caraballeda,VE,10.6112,-66.8522,80.37,79,75,0.0,broken clouds
607,Kollam,IN,8.8833,76.6,85.06,69,73,3.04,broken clouds
608,Port Macquarie,AU,-31.4333,152.9167,74.89,74,56,10.4,broken clouds
609,Gambela,ET,8.25,34.5833,89.4,34,59,4.18,broken clouds
610,La Orilla,MX,17.9833,-102.2333,71.44,87,90,1.32,overcast clouds
611,Kapoeta,SS,4.7717,33.5903,89.33,30,69,19.91,broken clouds
612,Amboise,FR,47.4125,0.9827,51.89,94,100,6.91,light rain
613,Satuk,TR,41.2263,32.3836,51.58,78,74,3.56,broken clouds
614,Soure,BR,-0.7167,-48.5233,76.73,88,98,7.16,light rain
615,Belmonte,BR,-15.8631,-38.8828,74.32,88,20,1.54,few clouds
616,Tapiramuta,BR,-11.8472,-40.7914,59.45,97,5,1.41,clear sky
617,Ambovombe,MG,-25.1667,46.0833,77.9,76,82,1.72,broken clouds
618,Umm Lajj,SA,25.0213,37.2685,88.36,31,64,7.81,broken clouds
619,Olinda,BR,-8.0089,-34.8553,82.13,78,75,5.75,broken clouds
620,Severo-Yeniseyskiy,RU,60.3725,93.0408,27.81,84,100,8.57,light snow
621,Meiganga,CM,6.5167,14.3,72.43,68,79,2.48,broken clouds
622,Houston,US,29.7633,-95.3633,61.05,42,0,1.99,clear sky
623,Nelson Bay,AU,-32.7167,152.15,73.09,83,7,16.02,clear sky
624,Santa Rosa,PH,14.3122,121.1114,83.08,75,100,11.61,overcast clouds
625,Bridlington,GB,54.0831,-0.1919,34.9,88,7,7.0,clear sky
626,Aksu,CN,41.1231,80.2644,77.27,11,67,1.9,broken clouds
627,Arrecife,ES,28.963,-13.5477,62.58,67,20,14.97,few clouds
628,Jiuquan,CN,39.7432,98.5174,75.7,7,3,23.13,clear sky
629,Pinahat,IN,26.8839,78.3781,105.98,4,0,7.94,clear sky
630,Kodinsk,RU,58.6881,99.1844,35.22,78,100,11.36,light snow
631,Surt,LY,31.2089,16.5887,60.31,71,0,6.24,clear sky
632,Unai,BR,-16.3575,-46.9061,71.19,69,5,1.54,clear sky
633,Fairhope,US,30.523,-87.9033,60.67,56,0,3.44,clear sky
634,Udon Thani,TH,17.3333,102.8333,94.82,33,42,8.05,scattered clouds
635,Khandbari,NP,27.3747,87.2039,78.35,57,36,6.13,scattered clouds
636,Zhanaozen,KZ,43.3,52.8,62.51,43,100,20.58,overcast clouds
637,Aquin,HT,18.2833,-73.4,76.14,76,25,3.87,scattered clouds
638,Ystad,SE,55.4297,13.8204,38.14,72,95,30.58,overcast clouds
639,Novobirilyussy,RU,56.9514,90.6661,41.49,61,98,3.65,overcast clouds
640,Christchurch,NZ,-43.5333,172.6333,61.0,66,39,9.22,scattered clouds
641,Hadejia,NG,12.4498,10.0444,82.35,15,98,4.79,overcast clouds
642,Ribeira Brava,PT,32.65,-17.0667,58.71,78,5,0.49,clear sky
643,Partizanskoye,RU,55.5006,94.39,41.68,54,80,4.36,broken clouds
644,Nyuksenitsa,RU,60.4128,44.2397,32.27,95,100,8.32,overcast clouds
645,Lashio,MM,22.9333,97.75,90.46,30,35,5.08,scattered clouds
646,Dhidhdhoo,MV,6.8833,73.1,84.04,70,71,4.81,broken clouds
647,Jumla,NP,29.2747,82.1838,71.56,16,0,7.58,clear sky
648,Real,PH,14.6625,121.6047,83.43,70,99,9.57,moderate rain
649,Noyabrsk,RU,63.1994,75.4507,11.41,85,96,11.05,overcast clouds
650,Dajabon,DO,19.5488,-71.7083,74.16,79,21,4.72,few clouds
651,Port Moresby,PG,-9.4431,147.1797,89.02,62,40,17.27,haze
652,Poletayevo,RU,55.0336,61.1138,37.22,91,46,9.22,scattered clouds
653,Altamira,BR,-3.2033,-52.2064,71.46,99,59,2.01,light rain
654,Karachi,PK,24.9056,67.0822,94.82,21,4,13.8,clear sky
655,Abu Samrah,SY,35.3029,37.1841,71.17,35,95,10.16,overcast clouds
656,Brooks,CA,50.5834,-111.8851,45.03,37,16,13.8,few clouds
657,Tautira,PF,-17.7333,-149.15,81.37,77,26,16.26,light rain
658,Djibo,BF,14.1022,-1.6306,85.55,31,67,10.42,broken clouds
659,Laguna,US,38.421,-121.4238,70.92,61,0,0.0,clear sky
660,Keflavik,IS,64.0049,-22.5624,28.83,69,100,6.91,overcast clouds
661,Victor Harbor,AU,-35.5667,138.6167,69.01,75,2,1.01,clear sky
662,San Carlos De Bariloche,AR,-41.1456,-71.3082,45.25,91,8,2.86,clear sky
663,Fukue,JP,32.6881,128.8419,66.56,55,20,4.61,few clouds
664,Peniche,PT,39.3558,-9.3811,58.1,83,99,15.19,overcast clouds
665,Progreso,MX,21.2833,-89.6667,79.11,84,94,20.69,overcast clouds
666,Suntar,RU,62.1444,117.6319,28.53,79,100,6.04,overcast clouds
667,San Juan,AR,-31.5375,-68.5364,70.18,41,0,0.29,clear sky
668,Pevek,RU,69.7008,170.3133,-9.18,94,70,8.5,broken clouds
669,Newport,GB,51.5877,-2.9984,41.11,89,100,6.62,overcast clouds
670,Usevya,TZ,-7.1,31.2333,68.52,93,97,2.98,light rain
671,Nosy Varika,MG,-20.5833,48.5333,77.14,88,92,3.98,moderate rain
672,Goure,NE,13.9835,10.2704,79.75,13,22,9.42,few clouds
673,Sorong,ID,-0.8833,131.25,84.34,70,100,9.66,overcast clouds
674,Soyo,AO,-6.1349,12.3689,77.22,88,98,5.39,overcast clouds
675,Hidalgotitlan,MX,17.7833,-94.6333,72.88,78,95,8.14,overcast clouds
676,Yarmouth,US,41.7057,-70.2286,48.34,90,100,20.71,mist
677,Maningrida,AU,-12.0667,134.2667,88.39,51,100,8.81,overcast clouds
678,Hubli,IN,15.35,75.1667,82.44,69,0,5.75,clear sky
679,Mogadishu,SO,2.0371,45.3438,85.87,74,75,11.5,broken clouds
680,Freeport,US,40.6576,-73.5832,55.53,87,100,17.27,mist
681,Evensk,RU,61.95,159.2333,18.86,75,100,2.82,overcast clouds
682,Hualmay,PE,-11.0964,-77.6139,67.6,89,75,8.01,broken clouds
683,Matamoros,MX,25.5333,-103.25,63.5,23,72,8.93,broken clouds
684,Nagar,IN,27.4333,77.1,105.55,4,0,6.85,clear sky
685,Cap Malheureux,MU,-19.9842,57.6142,81.46,79,34,8.99,scattered clouds
